Id,Time,Long,Lat,Air Temp,BarPress(in),Wind Dir(DegMag),Wind Dir(DegTrue),Wind Speed (Knot),Wind Speed (m/s),BarPress(mb)
265022874,07/11/14 04:28,-8.235620499,51.76858902,9.1,29.1579,288,283.9,17.2,8.8,987.4
265024679,07/11/14 04:31,-8.235622406,51.76858902,9.2,29.1638,261.1,257,12.8,6.6,987.6
265026493,07/11/14 04:34,-8.235625267,51.76858902,9.2,29.1697,260.1,256,11,5.7,987.8
265028297,07/11/14 04:37,-8.235625267,51.76858902,9.3,29.1697,247.2,243.1,11.1,5.7,987.8
265030110,07/11/14 04:40,-8.235628128,51.76858902,9.1,29.1697,251,246.9,9.7,5,987.8
265031915,07/11/14 04:43,-8.235630035,51.76858902,9.2,29.1727,251.1,247,9.7,5,987.9
265033720,07/11/14 04:46,-8.235630989,51.76859665,9,29.1697,247.7,243.6,11.8,6.1,987.8
265035523,07/11/14 04:49,-8.235628128,51.76859665,9,29.1697,255.1,251,12.5,6.4,987.8
265037338,07/11/14 04:52,-8.235632896,51.76860428,9,29.1697,229.2,225.1,5.5,2.8,987.8
265039141,07/11/14 04:55,-8.235632896,51.76860428,9,29.1697,247.1,243,11.1,5.7,987.8
265040959,07/11/14 04:58,-8.235628128,51.76859665,9,29.1756,258.9,254.8,10.1,5.2,988
265042769,07/11/14 05:01,-8.235630989,51.76858902,9.1,29.1756,246.1,242,7.9,4.1,988
265044583,07/11/14 05:04,-8.235628128,51.76858902,9,29.1786,277.7,273.6,11.6,6,988.1
265046387,07/11/14 05:07,-8.235630989,51.76858902,9.2,29.1756,271.2,267.1,8.3,4.3,988
265048193,07/11/14 05:10,-8.235630035,51.76858902,9.2,29.1756,266.8,262.7,9.6,4.9,988
265049996,07/11/14 05:13,-8.235625267,51.76858902,9.2,29.1786,255.5,251.4,7.1,3.7,988.1
265051810,07/11/14 05:16,-8.235617638,51.76858902,9.2,29.1756,252,247.9,7.8,4,988
265053613,07/11/14 05:19,-8.235617638,51.76857758,9.2,29.1727,265.6,261.5,10.2,5.2,987.9
265055428,07/11/14 05:22,-8.235620499,51.76856995,9.2,29.1697,272.2,268.1,10.1,5.2,987.8
265057232,07/11/14 05:25,-8.235626221,51.76856995,9,29.1668,267.1,263,11.8,6.1,987.7
265059037,07/11/14 05:28,-8.235630035,51.76856995,9,29.1638,288.6,284.5,10.5,5.4,987.6
265060849,07/11/14 05:31,-8.235630989,51.76856995,9.2,29.1756,271.8,267.7,10.3,5.3,988
265062655,07/11/14 05:34,-8.235632896,51.76856995,9.1,29.1668,265.1,261,10.2,5.2,987.7
265064458,07/11/14 05:37,-8.235632896,51.76856232,9.2,29.1668,257.4,253.3,9.3,4.8,987.7
265066272,07/11/14 05:40,-8.235632896,51.76856232,9,29.1727,254.2,250.1,10,5.1,987.9
265068086,07/11/14 05:43,-8.235636711,51.76856232,9,29.1668,255.9,251.8,13.7,7,987.7
265069892,07/11/14 05:46,-8.235630989,51.76856232,9.2,29.1697,257,252.9,13.4,6.9,987.8
265071705,07/11/14 05:49,-8.235626221,51.76856995,9.1,29.1668,260.6,256.5,12,6.2,987.7
265073518,07/11/14 05:52,-8.235625267,51.76856232,9,29.1668,246.4,242.3,13.6,7,987.7
265075333,07/11/14 05:55,-8.235614777,51.76856232,9.1,29.1697,256.3,252.2,12,6.2,987.8
265077145,07/11/14 05:58,-8.235614777,51.76855469,9.1,29.1727,257.6,253.5,13.3,6.8,987.9
265078950,07/11/14 06:01,-8.235614777,51.76855469,9.2,29.1727,267.3,263.2,16,8.2,987.9
265080765,07/11/14 06:04,-8.235611916,51.76854706,9.1,29.1727,257.4,253.3,11.7,6,987.9
265082569,07/11/14 06:07,-8.235611916,51.76854706,9.3,29.1815,254.2,250.1,11.3,5.8,988.2
265084382,07/11/14 06:10,-8.235614777,51.76854706,9.2,29.1756,242.2,238.1,14.1,7.3,988
265086197,07/11/14 06:13,-8.235612869,51.76854706,9.2,29.1727,239.3,235.2,14.4,7.4,987.9
265088001,07/11/14 06:16,-8.23560524,51.76855469,8.9,29.1815,238.5,234.4,19.3,9.9,988.2
265089814,07/11/14 06:19,-8.235608101,51.76856232,9,29.1786,250.5,246.4,15,7.7,988.1
265091628,07/11/14 06:22,-8.235611916,51.76855469,9,29.1874,244.7,240.6,14.2,7.3,988.4
265093433,07/11/14 06:25,-8.235612869,51.76856232,9,29.1815,256.5,252.4,11.9,6.1,988.2
265095237,07/11/14 06:28,-8.235612869,51.76856232,9.1,29.1845,246,241.9,13.1,6.7,988.3
265097051,07/11/14 06:31,-8.235617638,51.76855469,9,29.1815,246.1,242,13,6.7,988.2
265098857,07/11/14 06:34,-8.235617638,51.76856232,9.2,29.1904,244.5,240.4,10,5.1,988.5
265100669,07/11/14 06:37,-8.235626221,51.76855469,9,29.1874,251.8,247.7,10.4,5.4,988.4
265102474,07/11/14 06:40,-8.235620499,51.76855469,9,29.1815,244.9,240.8,13.1,6.7,988.2
265104288,07/11/14 06:43,-8.235616684,51.76854706,9.1,29.1815,244.8,240.7,13,6.7,988.2
265106091,07/11/14 06:46,-8.235625267,51.76854706,9,29.1845,249.9,245.8,12.3,6.3,988.3
265107896,07/11/14 06:49,-8.23562336,51.76854706,9,29.1786,245.1,241,10,5.1,988.1
265109709,07/11/14 06:52,-8.235620499,51.76855469,9,29.1845,233.8,229.7,13.7,7,988.3
265111514,07/11/14 06:55,-8.235630035,51.76855469,9,29.1845,258.6,254.5,14.5,7.5,988.3
265113327,07/11/14 06:58,-8.235625267,51.76854706,8.9,29.1815,243.7,239.6,14.4,7.4,988.2
265115132,07/11/14 07:01,-8.235625267,51.76854706,9,29.1815,252.5,248.4,10.6,5.5,988.2
265116936,07/11/14 07:04,-8.235620499,51.76854706,8.9,29.1786,251.6,247.5,14.4,7.4,988.1
265118750,07/11/14 07:07,-8.235622406,51.76854706,8.9,29.1815,235.3,231.2,12,6.2,988.2
265120554,07/11/14 07:10,-8.235625267,51.76854706,9,29.1874,244.2,240.1,11.7,6,988.4
265122369,07/11/14 07:13,-8.235620499,51.76854706,9,29.1874,236,231.9,10.9,5.6,988.4
265124182,07/11/14 07:16,-8.23562336,51.76854706,9,29.1904,219.1,215,9.9,5.1,988.5
265125986,07/11/14 07:19,-8.235626221,51.76854706,9,29.1963,246.6,242.5,12,6.2,988.7
265127800,07/11/14 07:22,-8.23562336,51.76854706,8.7,29.1904,256.9,252.8,13,6.7,988.5
265129605,07/11/14 07:25,-8.235622406,51.76854706,8.9,29.1874,251.9,247.8,14.2,7.3,988.4
265131418,07/11/14 07:28,-8.235630035,51.76854706,9,29.1963,235,230.9,12.8,6.6,988.7
265133223,07/11/14 07:31,-8.235628128,51.76854706,9,29.1963,247,242.9,15.9,8.2,988.7
265135028,07/11/14 07:34,-8.235617638,51.76854706,8.9,29.2052,250.4,246.3,11.8,6.1,989
265136832,07/11/14 07:37,-8.235620499,51.76853943,8.9,29.1993,243,238.9,15.6,8,988.8
265138646,07/11/14 07:40,-8.235622406,51.76853943,8.9,29.1963,249.4,245.3,15.4,7.9,988.7
265140449,07/11/14 07:43,-8.235614777,51.76853943,9,29.1993,246.8,242.7,13.2,6.8,988.8
265142264,07/11/14 07:46,-8.235620499,51.76853943,9,29.1963,248,243.9,13,6.7,988.7
265144078,07/11/14 07:49,-8.235617638,51.76853943,9,29.2022,258.1,254,16.2,8.3,988.9
265145892,07/11/14 07:52,-8.235612869,51.76854706,9,29.1993,252.5,248.4,18.1,9.3,988.8
265147703,07/11/14 07:55,-8.235612869,51.76853943,8.8,29.1993,251.1,247,15,7.7,988.8
265149510,07/11/14 07:58,-8.235607147,51.76854706,9,29.1993,245,240.9,19.2,9.9,988.8
265151319,07/11/14 08:01,-8.235608101,51.76853943,8.8,29.2022,253.2,249.1,18.3,9.4,988.9
265153139,07/11/14 08:04,-8.235608101,51.7685318,8.7,29.2081,249.4,245.3,19.8,10.2,989.1
265154953,07/11/14 08:07,-8.23560524,51.76852036,8.9,29.2081,254.4,250.3,17.1,8.8,989.1
265156767,07/11/14 08:10,-8.235604286,51.76852036,8.9,29.2081,256.1,252,15.5,8,989.1
265158571,07/11/14 08:13,-8.235601425,51.76852036,8.8,29.2081,260.1,256,16.5,8.5,989.1
265160385,07/11/14 08:16,-8.235604286,51.76852036,8.8,29.2081,256.5,252.4,15.4,7.9,989.1
265162188,07/11/14 08:19,-8.235610008,51.76852036,8.7,29.2081,255.1,251,16.1,8.3,989.1
265164001,07/11/14 08:22,-8.235614777,51.7685318,9,29.2081,258.8,254.7,14.5,7.5,989.1
265165807,07/11/14 08:25,-8.235612869,51.7685318,8.9,29.214,264.2,260.1,16.5,8.5,989.3
265167622,07/11/14 08:28,-8.235611916,51.7685318,8.7,29.2111,256.5,252.4,17.8,9.2,989.2
265169436,07/11/14 08:31,-8.235610008,51.7685318,8.7,29.2199,243.7,239.6,13.7,7,989.5
265171249,07/11/14 08:34,-8.235608101,51.7685318,8.6,29.2081,250.5,246.4,17.8,9.2,989.1
265173054,07/11/14 08:37,-8.235608101,51.7685318,8.7,29.2111,255.8,251.7,17.4,9,989.2
265174868,07/11/14 08:40,-8.235608101,51.76853943,8.7,29.2111,251.9,247.8,17.4,9,989.2
265176671,07/11/14 08:43,-8.235611916,51.7685318,9,29.2229,248.6,244.5,12.2,6.3,989.6
265178486,07/11/14 08:46,-8.235610008,51.7685318,9,29.217,255.1,251,17,8.7,989.4
265180292,07/11/14 08:49,-8.235610008,51.7685318,9,29.2199,255.6,251.5,13.9,7.2,989.5
265182104,07/11/14 08:52,-8.235612869,51.7685318,9.2,29.2258,249,244.9,11.9,6.1,989.7
265183907,07/11/14 08:55,-8.235614777,51.7685318,9.5,29.2229,240.2,236.1,13.9,7.2,989.6
265185722,07/11/14 08:58,-8.235617638,51.7685318,9.6,29.217,252,247.9,17.4,9,989.4
265187526,07/11/14 09:01,-8.235617638,51.76853943,9.8,29.2258,245.8,241.7,9.7,5,989.7
265189340,07/11/14 09:04,-8.235617638,51.76853943,9.9,29.2199,253.3,249.2,15.4,7.9,989.5
265191144,07/11/14 09:07,-8.235622406,51.76853943,10,29.2199,249.4,245.3,15.6,8,989.5
265192961,07/11/14 09:11,-8.235620499,51.76853943,9.9,29.2258,254.8,250.7,13.1,6.7,989.7
265194770,07/11/14 09:14,-8.235617638,51.76853943,10,29.2258,265,260.9,13.1,6.7,989.7
265196576,07/11/14 09:17,-8.235612869,51.7685318,10.4,29.2258,254.4,250.3,12.5,6.4,989.7
265198376,07/11/14 09:20,-8.235610008,51.7685318,10.5,29.2317,249.3,245.2,11,5.7,989.9
265200185,07/11/14 09:23,-8.235614777,51.7685318,10.7,29.2258,251.4,247.3,13.9,7.2,989.7
265201999,07/11/14 09:26,-8.235616684,51.7685318,10.7,29.2347,243.3,239.2,11.9,6.1,990
265203803,07/11/14 09:29,-8.235611916,51.7685318,10.9,29.2317,265,260.9,13.4,6.9,989.9
265205607,07/11/14 09:32,-8.235611916,51.76853943,10.8,29.2435,257.1,253,9,4.6,990.3
265207421,07/11/14 09:35,-8.235611916,51.76853943,11,29.2435,260.8,256.7,10.3,5.3,990.3
265209236,07/11/14 09:38,-8.235610008,51.7685318,11,29.2376,250.9,246.8,10.6,5.5,990.1
265211049,07/11/14 09:41,-8.235608101,51.7685318,11.2,29.2406,250.8,246.7,12.8,6.6,990.2
265212854,07/11/14 09:44,-8.235608101,51.76853943,11,29.2347,263.3,259.2,16,8.2,990
265214658,07/11/14 09:47,-8.235608101,51.76854706,11,29.2406,250.2,246.1,15.8,8.1,990.2
265216472,07/11/14 09:50,-8.235614777,51.76854706,10.8,29.2406,268.4,264.3,15,7.7,990.2
265218285,07/11/14 09:53,-8.235612869,51.76854706,10.8,29.2465,240.2,236.1,10.3,5.3,990.4
265220090,07/11/14 09:56,-8.235611916,51.76853943,10.8,29.2465,281,276.9,7.8,4,990.4
265221904,07/11/14 09:59,-8.235616684,51.7685318,10.7,29.2465,266.4,262.3,12,6.2,990.4
265223719,07/11/14 10:02,-8.235616684,51.76853943,11.1,29.2465,289.2,285.1,9.3,4.8,990.4
265225531,07/11/14 10:05,-8.235622406,51.7685318,11.1,29.2406,262.5,258.4,9,4.6,990.2
265227336,07/11/14 10:08,-8.235611916,51.7685318,11.3,29.2465,262.1,258,12.4,6.4,990.4
265229140,07/11/14 10:11,-8.235614777,51.7685318,11.3,29.2435,263.6,259.5,9.2,4.7,990.3
265230955,07/11/14 10:14,-8.235612869,51.7685318,11.4,29.2376,279.8,275.7,10.9,5.6,990.1
265232759,07/11/14 10:17,-8.235601425,51.7685318,11.3,29.2465,252,247.9,14.5,7.5,990.4
265234572,07/11/14 10:20,-8.235604286,51.76853943,11.4,29.2495,235.9,231.8,9.4,4.8,990.5
265236376,07/11/14 10:23,-8.235604286,51.76853943,11.4,29.2435,254.4,250.3,15.5,8,990.3
265238180,07/11/14 10:26,-8.235601425,51.76854706,11,29.2495,273.9,269.8,11.7,6,990.5
265239985,07/11/14 10:29,-8.23560524,51.76853943,11.1,29.2406,271.5,267.4,13.6,7,990.2
265241789,07/11/14 10:32,-8.23560524,51.76853943,11.3,29.2465,266.1,262,12.2,6.3,990.4
265243593,07/11/14 10:35,-8.235591888,51.76853943,11,29.2435,257.3,253.2,18.8,9.7,990.3
265245407,07/11/14 10:38,-8.235581398,51.76854706,11,29.2524,266.2,262.1,15.5,8,990.6
265247221,07/11/14 10:41,-8.235589981,51.76854706,11,29.2554,270.3,266.2,15.8,8.1,990.7
265249026,07/11/14 10:44,-8.235589027,51.76855469,11.1,29.2554,261.9,257.8,16.2,8.3,990.7
265250839,07/11/14 10:47,-8.235589981,51.76856232,11.1,29.2613,262,257.9,15.4,7.9,990.9
265252644,07/11/14 10:50,-8.235593796,51.76856232,10.9,29.2554,266.1,262,16.5,8.5,990.7
265254457,07/11/14 10:53,-8.235594749,51.76855469,11.1,29.2583,257.7,253.6,14.5,7.5,990.8
265256262,07/11/14 10:56,-8.235596657,51.76855469,11.3,29.2583,258.9,254.8,12.5,6.4,990.8
265258075,07/11/14 10:59,-8.23560524,51.76855469,11.3,29.2495,262.4,258.3,17.1,8.8,990.5
265259880,07/11/14 11:02,-8.235604286,51.76855469,11.4,29.2583,256.7,252.6,9.8,5,990.8
265261694,07/11/14 11:05,-8.235596657,51.76856232,11.4,29.2495,253.5,249.4,21.1,10.9,990.5
265263508,07/11/14 11:08,-8.235596657,51.76856232,11.3,29.2554,265.9,261.8,13.6,7,990.7
265265312,07/11/14 11:11,-8.235599518,51.76855469,11.6,29.2554,272.7,268.6,16.2,8.3,990.7
265267127,07/11/14 11:14,-8.235598564,51.76855469,11.4,29.2583,257.7,253.6,12.8,6.6,990.8
265268930,07/11/14 11:17,-8.235598564,51.76856232,11.4,29.2554,255.6,251.5,14.6,7.5,990.7
265270744,07/11/14 11:20,-8.235596657,51.76856232,11.7,29.2554,259.1,255,16.6,8.5,990.7
265272558,07/11/14 11:23,-8.235586166,51.76856995,11.6,29.2554,263.3,259.2,17.7,9.1,990.7
265274372,07/11/14 11:26,-8.235589981,51.76856995,11.7,29.2613,274.8,270.7,18.5,9.5,990.9
265276176,07/11/14 11:29,-8.235589027,51.76856232,11.7,29.2672,254.7,250.6,17,8.7,991.1
265277990,07/11/14 11:32,-8.235594749,51.76856995,11.9,29.2613,256.8,252.7,17.8,9.2,990.9
265279795,07/11/14 11:35,-8.235591888,51.76857758,11.7,29.2642,261.8,257.7,13.9,7.2,991
265281598,07/11/14 11:38,-8.235591888,51.76858902,11.9,29.2583,249.4,245.3,16.2,8.3,990.8
265283413,07/11/14 11:41,-8.235596657,51.76858902,11.9,29.2554,263.2,259.1,16,8.2,990.7
265285217,07/11/14 11:44,-8.235589027,51.76858902,11.8,29.2613,243.9,239.8,14.9,7.7,990.9
265287031,07/11/14 11:47,-8.235591888,51.76858902,11.7,29.2613,256.6,252.5,17,8.7,990.9
265288844,07/11/14 11:50,-8.235589027,51.76859665,11.8,29.2672,256.3,252.2,14.5,7.5,991.1
265290650,07/11/14 11:53,-8.235586166,51.76859665,11.9,29.2672,249.7,245.6,14,7.2,991.1
265292463,07/11/14 11:56,-8.235589027,51.76859665,11.8,29.2613,266,261.9,18.3,9.4,990.9
265294278,07/11/14 11:59,-8.235581398,51.76858902,11.7,29.2554,260.1,256,14.2,7.3,990.7
265296091,07/11/14 12:02,-8.235578537,51.76859665,11.4,29.2524,260.3,256.2,22.4,11.5,990.6
265297896,07/11/14 12:05,-8.235583305,51.76858902,11.7,29.2583,276,271.9,19.4,10,990.8
265299699,07/11/14 12:08,-8.235578537,51.76858902,11.7,29.2642,273.7,269.6,18.5,9.5,991
265301514,07/11/14 12:11,-8.23557663,51.76857758,11.4,29.2524,267.9,263.8,26.4,13.6,990.6
265303328,07/11/14 12:14,-8.235573769,51.76859665,11.7,29.2613,277.4,273.3,24.3,12.5,990.9
265305132,07/11/14 12:17,-8.235563278,51.76859665,11.7,29.2672,276.1,272,16.1,8.3,991.1
265306938,07/11/14 12:20,-8.23557663,51.76859665,11.7,29.2672,271.6,267.5,17.1,8.8,991.1
265308750,07/11/14 12:23,-8.235580444,51.76860428,11.9,29.276,268.2,264.1,16.1,8.3,991.4
265310554,07/11/14 12:26,-8.235562325,51.76860428,11.8,29.2642,248,243.9,16.7,8.6,991
265312369,07/11/14 12:29,-8.235563278,51.76861191,11.9,29.2672,271,266.9,23.3,12,991.1
265314182,07/11/14 12:32,-8.235570908,51.76860428,12.2,29.2701,255.3,251.2,18.9,9.7,991.2
265315997,07/11/14 12:35,-8.235569954,51.76860428,12,29.2701,258.4,254.3,15.4,7.9,991.2
265317810,07/11/14 12:38,-8.23557663,51.76861191,11.7,29.2731,270,265.9,14.5,7.5,991.3
265319625,07/11/14 12:41,-8.235584259,51.76861191,11.7,29.2701,264.5,260.4,13.8,7.1,991.2
265321438,07/11/14 12:44,-8.235578537,51.76861191,11.7,29.2583,265.8,261.7,18.8,9.7,990.8
265323243,07/11/14 12:47,-8.235575676,51.76859665,11.7,29.2554,258.4,254.3,18.1,9.3,990.7
265325056,07/11/14 12:50,-8.235568047,51.76860428,11.8,29.2524,274.5,270.4,23.9,12.3,990.6
265326861,07/11/14 12:53,-8.235566139,51.76860428,11.7,29.2465,272.9,268.8,28.5,14.7,990.4
265328675,07/11/14 12:56,-8.235566139,51.76860428,11.8,29.2642,267.8,263.7,21.5,11.1,991
265330489,07/11/14 12:59,-8.235583305,51.76860428,11.8,29.2613,281.4,277.3,21.2,10.9,990.9
265332293,07/11/14 13:02,-8.235578537,51.76859665,12,29.2554,284.9,280.8,20.6,10.6,990.7
265334107,07/11/14 13:05,-8.235570908,51.76859665,12,29.2642,256.3,252.2,17.3,8.9,991
265335921,07/11/14 13:08,-8.235573769,51.76859665,11.9,29.2583,270.4,266.3,24.6,12.7,990.8
265337725,07/11/14 13:11,-8.235570908,51.76859665,11.9,29.2731,256.1,252,14,7.2,991.3
265339538,07/11/14 13:14,-8.235573769,51.76859665,11.9,29.2613,252.4,248.3,19.1,9.8,990.9
265341353,07/11/14 13:17,-8.235573769,51.76860428,11.9,29.2672,265.1,261,23.3,12,991.1
265343157,07/11/14 13:20,-8.235578537,51.76860428,11.9,29.2672,262,257.9,18.2,9.4,991.1
265344962,07/11/14 13:23,-8.235578537,51.76860428,11.9,29.2642,277.5,273.4,23.3,12,991
265346775,07/11/14 13:26,-8.235570908,51.76859665,11.7,29.276,258.8,254.7,21,10.8,991.4
265348580,07/11/14 13:29,-8.235554695,51.76859665,11.8,29.2613,264.2,260.1,22.6,11.6,990.9
265350384,07/11/14 13:32,-8.235580444,51.76859665,12,29.2613,269.2,265.1,20.2,10.4,990.9
265352188,07/11/14 13:35,-8.235589027,51.76859665,11.9,29.276,262.4,258.3,17.5,9,991.4
265353993,07/11/14 13:38,-8.235599518,51.76860428,11.9,29.2642,282.6,278.5,24.2,12.4,991
265355806,07/11/14 13:41,-8.235599518,51.76860428,11.9,29.2819,251.8,247.7,19.5,10,991.6
265357611,07/11/14 13:44,-8.235598564,51.76861191,11.8,29.279,263.4,259.3,17.4,9,991.5
265359415,07/11/14 13:47,-8.235596657,51.76861191,11.7,29.276,253.3,249.2,19.3,9.9,991.4
265361228,07/11/14 13:50,-8.235599518,51.76860428,12,29.2819,243.7,239.6,14.1,7.3,991.6
265363043,07/11/14 13:53,-8.235599518,51.76860428,11.7,29.279,273.8,269.7,19.4,10,991.5
265364848,07/11/14 13:56,-8.235610008,51.76861191,11.7,29.279,258.8,254.7,20.4,10.5,991.5
265366660,07/11/14 13:59,-8.235599518,51.76861191,11.6,29.2819,262.2,258.1,18.1,9.3,991.6
265368474,07/11/14 14:02,-8.235601425,51.76861191,11.7,29.2849,253.3,249.2,15.7,8.1,991.7
265370279,07/11/14 14:05,-8.235607147,51.76861191,11.7,29.2849,259.2,255.1,19.8,10.2,991.7
265372093,07/11/14 14:08,-8.23560524,51.76861191,11.8,29.2908,242.2,238.1,19.5,10,991.9
265373898,07/11/14 14:11,-8.235598564,51.76862717,11.7,29.2613,248.7,244.6,28,14.4,990.9
265375711,07/11/14 14:14,-8.235594749,51.76861954,11.4,29.2731,269.6,265.5,28.5,14.7,991.3
265377515,07/11/14 14:17,-8.235594749,51.76861954,11.5,29.279,251.8,247.7,19.2,9.9,991.5
265379329,07/11/14 14:20,-8.235593796,51.76861954,11.5,29.2701,263.1,259,22.3,11.5,991.2
265381132,07/11/14 14:23,-8.235594749,51.76861954,11.4,29.279,254.4,250.3,22.1,11.4,991.5
265382937,07/11/14 14:26,-8.235608101,51.76862717,11.3,29.279,244,239.9,18.2,9.4,991.5
265384742,07/11/14 14:29,-8.235599518,51.76862717,11.3,29.2878,249.2,245.1,15.3,7.9,991.8
265386556,07/11/14 14:32,-8.235598564,51.76861954,11.3,29.2849,268.4,264.3,22.8,11.7,991.7
265388360,07/11/14 14:35,-8.235604286,51.76861954,11.4,29.2878,276.7,272.6,21.8,11.2,991.8
265390174,07/11/14 14:38,-8.235607147,51.76861954,11.3,29.2819,252.6,248.5,22.4,11.5,991.6
265391987,07/11/14 14:41,-8.235601425,51.76861954,10.9,29.279,259.1,255,24.2,12.4,991.5
265393792,07/11/14 14:45,-8.235594749,51.76861954,10.9,29.2849,261.3,257.2,18.1,9.3,991.7
265395606,07/11/14 14:48,-8.235591888,51.76861954,10.8,29.2878,276.4,272.3,23.5,12.1,991.8
265397410,07/11/14 14:51,-8.235598564,51.76861954,10.8,29.2908,254.9,250.8,26,13.4,991.9
265399224,07/11/14 14:54,-8.235596657,51.76861191,10.8,29.2967,272,267.9,21.4,11,992.1
265401029,07/11/14 14:57,-8.235594749,51.76861191,10.9,29.2849,275.9,271.8,24.6,12.7,991.7
265402841,07/11/14 15:00,-8.235601425,51.76861191,10.8,29.2937,269.5,265.4,20.6,10.6,992
265404657,07/11/14 15:03,-8.235598564,51.76861191,10.7,29.2997,273.2,269.1,16.9,8.7,992.2
265406470,07/11/14 15:06,-8.23560524,51.76861191,10.7,29.2937,260.2,256.1,16.1,8.3,992
265408274,07/11/14 15:09,-8.23560524,51.76861191,10.6,29.2937,266.1,262,17.7,9.1,992
265410088,07/11/14 15:12,-8.235604286,51.76861191,10.6,29.2997,268.8,264.7,15.1,7.8,992.2
265411893,07/11/14 15:15,-8.235596657,51.76860428,10.8,29.2878,258.7,254.6,21.9,11.3,991.8
265413707,07/11/14 15:18,-8.235594749,51.76860428,10.7,29.2908,268.9,264.8,21.1,10.9,991.9
265415521,07/11/14 15:21,-8.235596657,51.76860428,10.5,29.2849,270.7,266.6,22.3,11.5,991.7
265417334,07/11/14 15:24,-8.235596657,51.76861191,10.7,29.2997,251.8,247.7,16.3,8.4,992.2
265419139,07/11/14 15:27,-8.235593796,51.76860428,10.6,29.2997,255,250.9,17.2,8.8,992.2
265420943,07/11/14 15:30,-8.235598564,51.76861191,10.7,29.3026,258.1,254,18.3,9.4,992.3
265422747,07/11/14 15:33,-8.235601425,51.76860428,10.6,29.279,280,275.9,25.3,13,991.5
265424562,07/11/14 15:36,-8.235594749,51.76860428,10.6,29.2937,259.5,255.4,19.2,9.9,992
265426376,07/11/14 15:39,-8.235581398,51.76861191,10.6,29.2937,255.2,251.1,17.4,9,992
265428180,07/11/14 15:42,-8.235591888,51.76860428,10.7,29.2937,265.4,261.3,20.2,10.4,992
265429993,07/11/14 15:45,-8.235599518,51.76860428,10.6,29.3026,262.4,258.3,17.6,9.1,992.3
265431798,07/11/14 15:48,-8.235598564,51.76860428,10.7,29.3026,253,248.9,16.5,8.5,992.3
265433611,07/11/14 15:51,-8.235596657,51.76860428,10.9,29.3056,264.5,260.4,20,10.3,992.4
265435416,07/11/14 15:54,-8.235601425,51.76861191,10.7,29.3056,283.2,279.1,18.2,9.4,992.4
265437229,07/11/14 15:57,-8.235601425,51.76860428,10.8,29.3144,274,269.9,13.2,6.8,992.7
265439034,07/11/14 16:00,-8.235607147,51.76860428,10.8,29.3056,272.9,268.8,19.5,10,992.4
265440848,07/11/14 16:03,-8.235601425,51.76860428,10.9,29.3174,265.7,261.6,17.1,8.8,992.8
265442663,07/11/14 16:06,-8.235599518,51.76859665,10.8,29.3233,260.2,256.1,15.9,8.2,993
265444476,07/11/14 16:09,-8.235610008,51.76860428,10.9,29.3144,256.7,252.6,12.7,6.5,992.7
265446290,07/11/14 16:12,-8.235614777,51.76860428,10.6,29.3233,254.2,250.1,16.2,8.3,993
265448094,07/11/14 16:15,-8.235610008,51.76860428,10.6,29.3203,249,244.9,15.9,8.2,992.9
265449899,07/11/14 16:18,-8.235608101,51.76860428,10.5,29.3292,249.9,245.8,13.1,6.7,993.2
265451703,07/11/14 16:21,-8.235607147,51.76860428,10.5,29.3203,259.6,255.5,20,10.3,992.9
265453517,07/11/14 16:24,-8.235610008,51.76860428,10.7,29.3262,242.7,238.6,13.9,7.2,993.1
265455330,07/11/14 16:27,-8.235610008,51.76860428,10.3,29.3233,244,239.9,15.4,7.9,993
265457135,07/11/14 16:30,-8.23560524,51.76861191,10.5,29.3233,246,241.9,14,7.2,993
265458948,07/11/14 16:33,-8.235614777,51.76861191,10.3,29.3174,239.8,235.7,16.4,8.4,992.8
265460763,07/11/14 16:36,-8.235622406,51.76861954,10.4,29.3292,259.6,255.5,17.7,9.1,993.2
265462567,07/11/14 16:39,-8.235608101,51.76861954,10.1,29.3292,253.3,249.2,19.9,10.2,993.2
265464381,07/11/14 16:42,-8.235608101,51.76861191,10.3,29.3262,252,247.9,20,10.3,993.1
265466185,07/11/14 16:45,-8.235614777,51.76860428,10,29.3321,256.8,252.7,17,8.7,993.3
265467989,07/11/14 16:48,-8.235611916,51.76859665,10,29.3321,243.1,239,22.9,11.8,993.3
265469793,07/11/14 16:51,-8.235599518,51.76858902,9.9,29.338,261.6,257.5,18.4,9.5,993.5
265471608,07/11/14 16:54,-8.235607147,51.76858902,10,29.338,255.6,251.5,18.9,9.7,993.5
265473412,07/11/14 16:57,-8.235610008,51.76858902,9.7,29.3321,252.7,248.6,21.4,11,993.3
265475216,07/11/14 17:00,-8.235607147,51.76857758,9.7,29.338,247.4,243.3,20.6,10.6,993.5
265477029,07/11/14 17:03,-8.235607147,51.76858902,9.8,29.3439,252.2,248.1,21.6,11.1,993.7
265478844,07/11/14 17:06,-8.235607147,51.76858902,9.7,29.3469,248.3,244.2,19.2,9.9,993.8
265480657,07/11/14 17:09,-8.235596657,51.76857758,9.6,29.3439,252.6,248.5,22.7,11.7,993.7
265482462,07/11/14 17:12,-8.235596657,51.76857758,9.4,29.3558,247.9,243.8,19.8,10.2,994.1
265484275,07/11/14 17:15,-8.23560524,51.76857758,9.5,29.3528,257.2,253.1,18,9.3,994
